Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160383,4/12/2016,PhD by Research Programme (Health Systems and Population Health) - Cardiovascular App for Better Care,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160382,4/12/2016,PhD by Research PRogramme (Infection and Immunity) - Suffocating Tuberculosis: Oxidative Phosphorylation as a Target Space for Next-generation Antitubercular Drugs,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160380,4/12/2016,PhD by Research Programme (Infection and Immunity) - Reverting Antibiotic Resistance in Multi-drug Resistant Bacteria,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160379,4/12/2016,PhD by Research Programme (Infection & Immunity / Dermatology & Skin Biology) - Lipidomics of Keratinocytes-S. aureus Interactions – Elucidation of the Functional Roles of Lipids in Skin Health and Infections,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160378,4/12/2016,PhD by Research Programme (Infection and Immunity) - Investigating Distinct Inflammatory Drivers of Severe Asthma in Singapore,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160376,4/12/2016,"PhD by Research Programme (Infection and Immunity) - Inflammatory, Infectious and Immune Effects in Early Chronic Obstructive Pulmonary Disease (COPD)",7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160375,4/12/2016,PhD by Research Programme (Infection and Immunity) - Human Ecology of Bacteriophages,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,160374,4/12/2016,PhD by Research Prrogramme (​Infection and Immunity) - How do Mycobacteria go to Sleep: Development of Latency Model for Mycobacterium Tuberculosis,7 months 4 weeks,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,158726,27/11/2016,PhD by Research Programme (Infection and Immunity) - Elucidation of the Functional Roles of Lipid Metabolism During Mycobacterium-Host Interactions Using Systems-Based Approaches,8 months 6 days,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,158723,27/11/2016,PhD by Research Programme (​Infection and Immunity) - An Immune Suppression Model for Early Diagnosis of Overtraining Syndrome:  A Community Health Challenge with an Increasingly Active Population,8 months 6 days,Expired,1,Medical sciences › Medicine,Not Applicable,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,156124,16/11/2016,PhD by Research Programme (Infection and Immunity) - “No one is ‘immune’ from aging”: Phenotyping of T-cells in Late-onset Respiratory Diseases,8 months 2 weeks,Expired,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,156118,16/11/2016,PhD by Research Programme (Cross-Cutting Research) - Chromosomal Instability in Liver Cancers,4 years 3 months,Closed,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,156117,16/11/2016,PhD by Research Programme (Cross-Cutting Research) - Aneuploidy-related Signalling Pathways Induced upon Treatment with Antimitotics,4 years 3 months,Closed,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,156112,16/11/2016,PhD by Research Programme (Family Medicine and Primary Care) - The Ecology of Medical Care in Singapore,8 months 2 weeks,Expired,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
Lee Kong Chian School of Medicine,Research,,Higher Education Institute,156107,16/11/2016,PhD by Research Programme (Family Medicine and Primary Care) - Exploring the Parental Challenges & Facilitators of Adherence to Common Therapies used for Atopic Conditions in their Young Children,8 months 2 weeks,Expired,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
