id,customer_type,title,service_count,service_category,is_draft,is_bulk,bulk_from,bulk_to,country,organization,created,modified
3117,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:38,1/30/2020 12:38
3118,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3118,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:39,1/30/2020 12:39
3119,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:40,1/30/2020 12:40
3120,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:41,1/30/2020 12:41
3121,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:42,1/30/2020 12:42
3122,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:42,1/30/2020 12:42
3123,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:42,1/30/2020 12:42
3124,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:42,1/30/2020 12:42
3125,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:42,1/30/2020 12:42
3126,Incoming,Signposting,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:43,1/30/2020 12:43
3127,Incoming,Signposting,1,Accommodation,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:43,1/30/2020 12:43
3128,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:43,1/30/2020 12:43
3129,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:43,1/30/2020 12:43
3130,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:43,1/30/2020 12:43
3131,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3131,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3132,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:44,1/30/2020 12:44
3133,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:45,1/30/2020 12:45
3134,Support staff,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:45,1/30/2020 12:45
3135,Support staff,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:45,1/30/2020 12:45
3136,Incoming,Signposting,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:46,1/30/2020 12:46
3137,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:46,1/30/2020 12:46
3138,Incoming,Short enquiry,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:46,1/30/2020 12:46
3139,Incoming,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:48,1/30/2020 12:48
3140,Incoming,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:48,1/30/2020 12:48
3141,Incoming,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 12:48,1/30/2020 12:48
3142,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3142,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3142,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3142,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3142,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3142,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3142,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:55,1/30/2020 12:55
3143,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3143,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3143,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3143,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3143,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3143,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3143,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:56,1/30/2020 12:56
3144,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3144,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3144,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3144,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3144,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3144,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3144,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:57,1/30/2020 12:57
3145,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3145,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3145,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3145,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3145,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3145,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3145,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 12:58,1/30/2020 12:58
3146,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3146,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3147,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:09,1/30/2020 13:09
3148,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3149,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:10,1/30/2020 13:10
3150,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,"Daycare, schooling and family",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,Taxation/salaries,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3150,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:11,1/30/2020 13:11
3151,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,EE,Taltech,1/30/2020 13:12,1/30/2020 13:12
3151,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:12,1/30/2020 13:12
3151,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,EE,Taltech,1/30/2020 13:12,1/30/2020 13:12
3152,Support staff,Short enquiry,1,Departure formalities,0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2020-01-30 13:22:50,2020-01-30 13:22:50,,manager,,,,,,,,
3152,Support staff,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2020-01-30 13:22:50,2020-01-30 13:22:50,,manager,,,,,,,,
3152,Support staff,Short enquiry,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2020-01-30 13:22:50,2020-01-30 13:22:50,,manager,,,,,,,,
3153,Support staff,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2020-01-30 13:24:01,Magda Wislocka,,IE,,,,,,,,
3154,Support staff,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2020-01-30 13:25:14,Magda Wislocka,,IE,,,,,,,,
3155,Outgoing,Signposting,1,Accommodation,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:04,1/30/2020 14:04
3156,Outgoing,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:04,1/30/2020 14:04
3157,Outgoing,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:04,1/30/2020 14:04
3158,Outgoing,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:04,1/30/2020 14:04
3159,Outgoing,Signposting,1,Funding opportunities,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:05,1/30/2020 14:05
3160,Outgoing,Signposting,1,Language courses and cultural integration,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:05,1/30/2020 14:05
3161,Outgoing,Signposting,1,Language courses and cultural integration,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:05,1/30/2020 14:05
3162,Outgoing,Signposting,1,Taxation/salaries,0,0,NULL,NULL,SK,"SAIA,n.o.",1/30/2020 14:06,1/30/2020 14:06
3163,Support staff,Personalized assistance,1,"Daycare, schooling and family",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,2020-01-30 15:51:34,Magda Wislocka,,IE,,,,,,,,
3163,Support staff,Personalized assistance,1,Job opportunities,0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,2020-01-30 15:51:34,Magda Wislocka,,IE,,,,,,,,
3163,Support staff,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,2020-01-30 15:51:34,Magda Wislocka,,IE,,,,,,,,
3163,Support staff,Personalized assistance,1,Dual career / partner support,0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,2020-01-30 15:51:34,Magda Wislocka,,IE,,,,,,,,
3164,Incoming,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2020-01-30 16:43:48,Magda Wislocka,,IE,,,,,,,,
3165,Incoming,Short enquiry,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,IE,Irish Universities Association,1/30/2020 16:54,1/30/2020 16:54
3166,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:38,1/30/2020 17:38
3166,Incoming,Personalized assistance,1,Other,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:38,1/30/2020 17:38
3167,Incoming,Short enquiry,1,Accommodation,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:39,1/30/2020 17:39
3168,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,Other,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3168,Incoming,Personalized assistance,1,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:41,1/30/2020 17:41
3169,Incoming,Personalized assistance,1,Language courses and cultural integration,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,"Daycare, schooling and family",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,Other,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3169,Incoming,Personalized assistance,1,Dual career / partner support,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:43,1/30/2020 17:43
3170,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:45,1/30/2020 17:45
3170,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:45,1/30/2020 17:45
3170,Incoming,Personalized assistance,1,Job opportunities,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:45,1/30/2020 17:45
3170,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:45,1/30/2020 17:45
3170,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:45,1/30/2020 17:45
3171,Incoming,Personalized assistance,1,Accommodation,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:46,6/19/2020 14:29
3171,Incoming,Personalized assistance,1,"Entry conditions (visas, residence permit, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:46,6/19/2020 14:29
3171,Incoming,Personalized assistance,1,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:46,6/19/2020 14:29
3171,Incoming,Personalized assistance,1,"Daily life (incl. banking, driver license, health care, etc.)",0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:46,6/19/2020 14:29
3171,Incoming,Personalized assistance,1,Work permits,0,0,NULL,NULL,CH,University of Basel,1/30/2020 17:46,6/19/2020 14:29
3172,NULL,NULL,5,Accommodation,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,2,Career Development,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,3,"Daily life (incl. banking, driver license, health care, etc.)",0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,4,"Daycare, schooling and family",0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,1,Departure formalities,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,11,Dual career / partner support,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,4,"Entry conditions (visas, residence permit, etc.)",0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,2,Funding opportunities,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,4,Job opportunities,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,9,Other,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,1,Recognition of diplomas,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,5,"Social security and insurances (health insurance, unemployment benefits, etc.)",0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,1,Taxation/salaries,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,3,Work permits,0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3172,NULL,NULL,6,"Workplace formalities (access to facilities, WiFi, libraries, etc)",0,1,2019-09-16,2019-12-18,CH,University of Basel,1/30/2020 17:48,1/30/2020 17:48
3173,Resident,Personalized assistance,1,Career Development,0,0,NULL,NULL,DE,Welcome Centre Bielefeld University,1/31/2020 6:28,1/31/2020 6:28
3173,Resident,Personalized assistance,1,Work permits,0,0,NULL,NULL,DE,Welcome Centre Bielefeld University,1/31/2020 6:28,1/31/2020 6:28
3174,Resident,Personalized assistance,1,Career Development,0,0,NULL,NULL,DE,Welcome Centre Bielefeld University,1/31/2020 7:05,1/31/2020 7:05
